Course,Section,Time,Location,Enrollment,Classification,Day
CIVL 1100,L1,Mo 03:00PM - 04:50PM,Lecture Theater C (211),172,Lecture Theater C,Mo
CIVL 1100,LA1,We 01:30PM - 04:20PM,Rm 2209,86,Rm 2209,We
CIVL 1100,LA2,We 09:00AM - 11:50AM,Rm 2209,86,Rm 2209,We
CIVL 1160,L1,WeFr 04:30PM - 05:50PM,Lecture Theater C (211),155,Lecture Theater C,WeFr
CIVL 1160,T1,We 06:00PM - 06:50PM,Lecture Theater C (211),155,Lecture Theater C,We
CIVL 1180,L1,MoWe 10:30AM - 11:50AM,Lecture Theater A (401),51,Lecture Theater A,MoWe
CIVL 1190,L1,TuTh 10:30AM - 11:50AM,Lecture Theater H (72),48,Lecture Theater H,TuTh
CIVL 1210,L1,TuTh 09:00AM - 10:20AM,"Rm 5583, Lift 29-30 (80)",12,Lift 29-30,TuTh
CIVL 1210,T1,Tu 12:00PM - 12:50PM,"Rm 1410, Lift 25-26 (60)",12,Lift 25-26,Tu
CIVL 2010,T1,Mo 06:00PM - 07:20PM,TBA,162,TBA,Mo
CIVL 2110,L1,TuTh 09:00AM - 10:20AM,"LTL, CYT Bldg (354)",144,CYT Bldg,TuTh
CIVL 2110,T1,We 06:00PM - 06:50PM,"Rm 6591, Lift 31-32 (88)",36,Lift 31-32,We
CIVL 2110,T2,Th 12:00PM - 12:50PM,"G010, CYT Bldg (140)",108,CYT Bldg,Th
CIVL 2160,L1,MoWe 12:00PM - 01:20PM,Lecture Theater J (300),182,Lecture Theater J,MoWe
CIVL 2160,T1,Th 06:00PM - 06:50PM,Lecture Theater K (106),94,Lecture Theater K,Th
CIVL 2160,T2,We 06:00PM - 06:50PM,"Rm 2503, Lift 25-26 (87)",88,Lift 25-26,We
CIVL 2810,L1,WeFr 03:00PM - 04:20PM,Lecture Theater D (216),164,Lecture Theater D,WeFr
CIVL 2810,T1,Mo 05:00PM - 05:50PM,Lecture Theater C (211),89,Lecture Theater C,Mo
CIVL 2810,T2,Fr 06:00PM - 06:50PM,"Rm 2407, Lift 17-18 (126)",75,Lift 17-18,Fr
CIVL 2810,LA1,Mo 12:00PM - 02:50PM,Rm 1206,29,Rm 1206,Mo
CIVL 2810,LA2,Tu 09:00AM - 11:50AM,Rm 1206,34,Rm 1206,Tu
CIVL 2810,LA3,Th 09:00AM - 11:50AM,Rm 1206,34,Rm 1206,Th
CIVL 2810,LA4,We 04:30PM - 07:20PM,Rm 1206,34,Rm 1206,We
CIVL 2810,LA5,Fr 09:00AM - 11:50AM,Rm 1206,33,Rm 1206,Fr
CIVL 3010,T1,Mo 06:00PM - 07:20PM,TBA,166,TBA,Mo
CIVL 3310,L1,TuTh 03:00PM - 04:20PM,Lecture Theater C (211),178,Lecture Theater C,TuTh
CIVL 3310,T1,Fr 11:00AM - 11:50AM,Lecture Theater G (132),87,Lecture Theater G,Fr
CIVL 3310,T2,Mo 11:00AM - 11:50AM,"Rm 2303, Lift 17-18 (91)",91,Lift 17-18,Mo
CIVL 3310,LA1,TBA,TBA,91,TBA,TBA
CIVL 3310,LA2,TBA,TBA,87,TBA,TBA
CIVL 3510,L1,MoWe 09:00AM - 10:20AM,Lecture Theater C (211),175,Lecture Theater C,MoWe
CIVL 3510,T1,We 10:30AM - 11:20AM,Lecture Theater C (211),175,Lecture Theater C,We
CIVL 3730,L1,TuTh 12:00PM - 01:20PM,Lecture Theater C (211),170,Lecture Theater C,TuTh
CIVL 3730,T1,Fr 12:00PM - 12:50PM,"Rm 2502, Lift 25-26 (120)",86,Lift 25-26,Fr
CIVL 3730,T2,Mo 01:30PM - 02:20PM,"LTL, CYT Bldg (354)",84,CYT Bldg,Mo
CIVL 3730,LA1,Th 05:00PM - 07:50PM,Rm 2209,84,Rm 2209,Th
CIVL 3730,LA2,Tu 05:00PM - 07:50PM,Rm 2209,86,Rm 2209,Tu
CIVL 4100N,L1,TuTh 10:30AM - 11:50AM,"Rm 5562, Lift 27-28 (30)",25,Lift 27-28,TuTh
CIVL 4100Q,L1,We 09:00AM - 11:50AM,"Rm 5506, Lift 25-26 (30)",15,Lift 25-26,We
CIVL 4100U,L1,Tu 01:30PM - 04:20PM,"Rm 5562, Lift 27-28 (30)",7,Lift 27-28,Tu
CIVL 4210,L1,We 01:30PM - 04:20PM,"Rm 3207, Lift 21",10,Lift 21,We
CIVL 4330,L1,TuTh 01:30PM - 02:50PM,"Rm 2463, Lift 25-26 (42)",29,Lift 25-26,TuTh
CIVL 4330,T1,Th 03:00PM - 03:50PM,"Rm 2126D, Lift 19 (34)",29,Lift 19,Th
CIVL 4380,L1,MoWe 09:00AM - 10:20AM,"Rm 5560, Lift 27-28 (30)",12,Lift 27-28,MoWe
CIVL 4460,L1,WeFr 04:30PM - 05:50PM,"Rm 5562, Lift 27-28 (30)",17,Lift 27-28,WeFr
CIVL 4460,T1,Mo 01:30PM - 02:20PM,"G002, CYT Bldg (30)",17,CYT Bldg,Mo
CIVL 4470,L1,MoWe 09:00AM - 10:20AM,"Rm 2503, Lift 25-26 (87)",12,Lift 25-26,MoWe
CIVL 4610,L1,TuTh 12:00PM - 01:20PM,"Rm 1409, Lift 25-26 (60)",6,Lift 25-26,TuTh
CIVL 4610,T1,Fr 10:30AM - 11:20AM,"G009A, CYT Bldg (80)",6,CYT Bldg,Fr
CIVL 4620,L1,WeFr 03:00PM - 04:20PM,"Rm 2503, Lift 25-26 (87)",21,Lift 25-26,WeFr
CIVL 4620,T1,We 06:00PM - 06:50PM,"Rm 2465, Lift 25-26 (122)",21,Lift 25-26,We
CIVL 4700,L1,TuTh 12:00PM - 01:20PM,"Rm 2504, Lift 25-26 (84)",68,Lift 25-26,TuTh
CIVL 4700,LA1,TBA,TBA,68,TBA,TBA
CIVL 4750,L1,Mo 12:00PM - 02:50PM,"Rm 4503, Lift 25-26 (64)",33,Lift 25-26,Mo
CIVL 4810,L1,WeFr 01:30PM - 02:50PM,"G002, CYT Bldg (30)",17,CYT Bldg,WeFr
CIVL 4810,T1,Tu 06:00PM - 06:50PM,"Rm 2465, Lift 25-26 (122)",17,Lift 25-26,Tu
CIVL 4910,T1,Th 06:00PM - 06:50PM,Lecture Theater C (211),169,Lecture Theater C,Th
CIVL 4950,L1,Mo 03:00PM - 04:50PM,Lecture Theater D (216),161,Lecture Theater D,Mo
CIVL 4950,T1,Mo 05:00PM - 05:50PM,Lecture Theater D (216),161,Lecture Theater D,Mo
CIVL 5220,L1,Tu 01:30PM - 04:20PM,"Rm 1034, LSK Bldg (80)",66,LSK Bldg,Tu
CIVL 5350,L1,Th 03:00PM - 05:50PM,"G002, CYT Bldg (30)",7,CYT Bldg,Th
CIVL 5410,L1,Fr 10:30AM - 01:20PM,"Rm 2126D, Lift 19 (34)",13,Lift 19,Fr
CIVL 5450,L1,Tu 04:30PM - 07:20PM,"Rm 5564, Lift 27-28 (30)",4,Lift 27-28,Tu
CIVL 5610,L1,Th 07:00PM - 09:50PM,"Rm 4472, Lift 25-26 (30)",14,Lift 25-26,Th
CIVL 5770,L1,Th 09:00AM - 11:50AM,"G002, CYT Bldg (30)",17,CYT Bldg,Th
CIVL 6010A,R1,TBA,TBA,6,TBA,TBA
CIVL 6010G,T1,Sa 09:00AM - 01:50PM,"Rm 4502, Lift 25-26 (60)",23,Lift 25-26,Sa
CIVL 6050G,L1,WeFr 03:30PM - 04:20PM,"Rm 4621, Lift 31-32 (126)",124,Lift 31-32,WeFr
CIVL 6060L,L1,WeFr 04:30PM - 06:20PM,"Rm 4621, Lift 31-32 (126)",60,Lift 31-32,WeFr
CIVL 6100P,L1,We 12:00PM - 02:50PM,"G003, CYT Bldg (30)",5,CYT Bldg,We
CIVL 6990,R1,TBA,TBA,31,TBA,TBA
CIVL 7990,R1,TBA,TBA,157,TBA,TBA
CMAA 6990,R1,TBA,TBA,1,TBA,TBA
CMAA 7990,R1,TBA,TBA,5,TBA,TBA
COMP 1021,L01,TuTh 09:00AM - 09:50AM,"Rm 2303, Lift 17-18 (91)",89,Lift 17-18,TuTh
COMP 1021,L02,TuTh 12:00PM - 12:50PM,"Rm 2303, Lift 17-18 (91)",89,Lift 17-18,TuTh
COMP 1021,L03,WeFr 02:30PM - 03:20PM,"Rm 2303, Lift 17-18 (91)",89,Lift 17-18,WeFr
COMP 1021,L04,WeFr 03:30PM - 04:20PM,"Rm 2303, Lift 17-18 (91)",90,Lift 17-18,WeFr
COMP 1021,L05,TuTh 03:00PM - 03:50PM,"Rm 2407, Lift 17-18 (126)",100,Lift 17-18,TuTh
COMP 1021,L06,TuTh 04:30PM - 05:20PM,Lecture Theater F (133),99,Lecture Theater F,TuTh
COMP 1021,L07,TuTh 11:00AM - 11:50AM,"Rm 2303, Lift 17-18 (91)",90,Lift 17-18,TuTh
COMP 1021,L08,MoWe 12:30PM - 01:20PM,"Rm 4621, Lift 31-32 (126)",100,Lift 31-32,MoWe
COMP 1021,L09,MoWe 11:30AM - 12:20PM,"Rm 4621, Lift 31-32 (126)",92,Lift 31-32,MoWe
COMP 1021,L10,MoWe 09:00AM - 09:50AM,"Rm 2303, Lift 17-18 (91)",88,Lift 17-18,MoWe
COMP 1021,L11,WeFr 01:30PM - 02:20PM,"Rm 2303, Lift 17-18 (91)",88,Lift 17-18,WeFr
COMP 1021,L12,MoWe 10:30AM - 11:20AM,"Rm 4621, Lift 31-32 (126)",95,Lift 31-32,MoWe
COMP 1021,L13,Mo 01:30PM - 02:20PM,"Rm 2303, Lift 17-18 (91)",85,Lift 17-18,Mo
COMP 1021,L13,Fr 09:00AM - 09:50AM,"Rm 2303, Lift 17-18 (91)",85,Lift 17-18,Fr
COMP 1021,L14,WeFr 04:30PM - 05:20PM,"Rm 2303, Lift 17-18 (91)",82,Lift 17-18,WeFr
COMP 1021,L15,TuTh 02:00PM - 02:50PM,"Rm 2303, Lift 17-18 (91)",89,Lift 17-18,TuTh
COMP 1021,LA01,We 09:00AM - 10:50AM,TBA,138,TBA,We
COMP 1021,LA02,Tu 03:00PM - 04:50PM,TBA,154,TBA,Tu
COMP 1021,LA03,Tu 11:00AM - 12:50PM,TBA,155,TBA,Tu
COMP 1021,LA04,Tu 01:00PM - 02:50PM,TBA,160,TBA,Tu
COMP 1021,LA05,Mo 11:30AM - 01:20PM,TBA,161,TBA,Mo
COMP 1021,LA06,Mo 01:30PM - 03:20PM,TBA,159,TBA,Mo
COMP 1021,LA07,Mo 03:30PM - 05:20PM,TBA,156,TBA,Mo
COMP 1021,LA08,Tu 09:00AM - 10:50AM,TBA,159,TBA,Tu
COMP 1021,LA09,Mo 09:30AM - 11:20AM,TBA,123,TBA,Mo
COMP 1022P,LX,TBA,TBA,67,TBA,TBA
COMP 1022P,LAX,TBA,TBA,67,TBA,TBA
COMP 1029C,L1,TBA,TBA,14,TBA,TBA
COMP 1029C,LA1,TBA,TBA,14,TBA,TBA
COMP 1029J,L1,TBA,TBA,21,TBA,TBA
COMP 1029J,LA1,TBA,TBA,21,TBA,TBA
COMP 1029P,L1,TBA,TBA,14,TBA,TBA
COMP 1029P,LA1,TBA,TBA,14,TBA,TBA
COMP 1029V,L1,TBA,TBA,41,TBA,TBA
COMP 1029V,LA1,TBA,TBA,41,TBA,TBA
COMP 1943,L1,TuTh 01:30PM - 02:50PM,Lecture Theater E (143),60,Lecture Theater E,TuTh
COMP 1991,R1,TBA,TBA,118,TBA,TBA
COMP 1991,R2,TBA,TBA,104,TBA,TBA
COMP 1991,R3,TBA,TBA,1,TBA,TBA
COMP 2011,L1,Mo 01:30PM - 02:50PM,"Rm 2407, Lift 17-18 (126)",109,Lift 17-18,Mo
COMP 2011,L1,Fr 09:00AM - 10:20AM,"Rm 2407, Lift 17-18 (126)",109,Lift 17-18,Fr
COMP 2011,L2,TuTh 10:30AM - 11:50AM,"Rm 2502, Lift 25-26 (120)",70,Lift 25-26,TuTh
COMP 2011,L3,TuTh 04:30PM - 05:50PM,"Rm 2464, Lift 25-26 (122)",63,Lift 25-26,TuTh
COMP 2011,L4,TuTh 09:00AM - 10:20AM,"Rm 2502, Lift 25-26 (120)",67,Lift 25-26,TuTh
COMP 2011,L5,WeFr 01:30PM - 02:50PM,"Rm 2502, Lift 25-26 (120)",66,Lift 25-26,WeFr
COMP 2011,L6,TuTh 01:30PM - 02:50PM,"Rm 2502, Lift 25-26 (120)",70,Lift 25-26,TuTh
COMP 2011,L7,WeFr 03:00PM - 04:20PM,"Rm 2464, Lift 25-26 (122)",63,Lift 25-26,WeFr
COMP 2011,L8,MoWe 09:00AM - 10:20AM,"Rm 4621, Lift 31-32 (126)",28,Lift 31-32,MoWe
COMP 2011,LA1,We 01:30PM - 03:20PM,TBA,109,TBA,We
COMP 2011,LA2,Mo 03:00PM - 04:50PM,TBA,70,TBA,Mo
COMP 2011,LA3,Fr 01:00PM - 02:50PM,TBA,63,TBA,Fr
COMP 2011,LA4,Fr 04:00PM - 05:50PM,TBA,67,TBA,Fr
COMP 2011,LA5,Fr 06:00PM - 07:50PM,TBA,66,TBA,Fr
COMP 2011,LA6,Mo 06:00PM - 07:50PM,TBA,70,TBA,Mo
COMP 2011,LA7,Th 06:00PM - 07:50PM,TBA,63,TBA,Th
COMP 2011,LA8,Fr 11:00AM - 12:50PM,TBA,28,TBA,Fr
COMP 2012,L1,Mo 01:30PM - 02:50PM,"Rm 1104, Acad Concourse (120)",84,Acad Concourse,Mo
COMP 2012,L1,Fr 09:00AM - 10:20AM,"Rm 1104, Acad Concourse (120)",84,Acad Concourse,Fr
COMP 2012,L2,TuTh 09:00AM - 10:20AM,"Rm 4620, Lift 31-32 (126)",90,Lift 31-32,TuTh
COMP 2012,L3,MoWe 09:00AM - 10:20AM,"Rm 2407, Lift 17-18 (126)",54,Lift 17-18,MoWe
COMP 2012,LA1,We 07:00PM - 08:50PM,"Rm 2407, Lift 17-18 (126)",84,Lift 17-18,We
COMP 2012,LA2,Th 06:00PM - 07:50PM,"Rm 4620, Lift 31-32 (126)",90,Lift 31-32,Th
COMP 2012,LA3,Fr 11:30AM - 01:20PM,"Rm 4619, Lift 31-32 (126)",54,Lift 31-32,Fr
COMP 2012H,L1,WeFr 04:00PM - 05:50PM,"G009B, CYT Bldg (70)",53,CYT Bldg,WeFr
COMP 2012H,LA1,We 07:00PM - 08:50PM,"Rm 2302, Lift 17-18 (74)",53,Lift 17-18,We
COMP 2211,L1,TuTh 12:00PM - 01:20PM,"Rm 2405, Lift 17-18 (92)",92,Lift 17-18,TuTh
COMP 2211,L2,MoWe 10:30AM - 11:50AM,"Rm 2405, Lift 17-18 (92)",85,Lift 17-18,MoWe
COMP 2211,LA1,Th 04:30PM - 06:20PM,"Rm 6591, Lift 31-32 (88)",89,Lift 31-32,Th
COMP 2211,LA2,Fr 10:30AM - 12:20PM,Lecture Theater F (133),88,Lecture Theater F,Fr
COMP 2611,L1,TuTh 01:30PM - 02:50PM,"Rm 2464, Lift 25-26 (122)",100,Lift 25-26,TuTh
COMP 2611,T1,Mo 07:00PM - 07:50PM,Lecture Theater K (106),100,Lecture Theater K,Mo
COMP 2611,LA1,We 02:00PM - 02:50PM,"Rm 2404, Lift 17-18 (81)",51,Lift 17-18,We
COMP 2611,LA2,Th 03:00PM - 03:50PM,"Rm 1410, Lift 25-26 (60)",49,Lift 25-26,Th
COMP 2633,LA1,Fr 06:00PM - 09:50PM,"Rm 4210, Lift 19 (67)",51,Lift 19,Fr
COMP 2711,L1,MoWe 09:00AM - 10:20AM,"Rm 2464, Lift 25-26 (122)",82,Lift 25-26,MoWe
COMP 2711,L2,TuTh 12:00PM - 01:20PM,"Rm 1104, Acad Concourse (120)",93,Acad Concourse,TuTh
COMP 2711,L3,MoWe 12:00PM - 01:20PM,"Rm 2407, Lift 17-18 (126)",95,Lift 17-18,MoWe
COMP 2711,T1,Fr 06:00PM - 06:50PM,"Rm 2502, Lift 25-26 (120)",65,Lift 25-26,Fr
COMP 2711,T2,Th 02:00PM - 02:50PM,Lecture Theater F (133),81,Lecture Theater F,Th
COMP 2711,T3,Mo 03:30PM - 04:20PM,Lecture Theater G (132),124,Lecture Theater G,Mo
COMP 2711H,L1,MoWe 09:00AM - 10:20AM,"Rm 2405, Lift 17-18 (92)",92,Lift 17-18,MoWe
COMP 2711H,T1,Fr 06:00PM - 06:50PM,Lecture Theater G (132),92,Lecture Theater G,Fr
COMP 3021,L1,TuTh 10:30AM - 11:50AM,"Rm 5583, Lift 29-30 (80)",50,Lift 29-30,TuTh
COMP 3021,LA1,Fr 09:00AM - 09:50AM,"Rm 1011, LSK Bldg (80)",50,LSK Bldg,Fr
COMP 3031,L1,TuTh 04:30PM - 05:50PM,"Rm 2465, Lift 25-26 (122)",39,Lift 25-26,TuTh
COMP 3031,LA1,Mo 05:00PM - 05:50PM,"Rm 4214, Lift 19 (52)",36,Lift 19,Mo
COMP 3031,LA2,Sa 10:00AM - 10:50AM,"Rm 4221, Lift 19 (52)",3,Lift 19,Sa
COMP 3111,L1,We 03:00PM - 04:50PM,"Rm 2407, Lift 17-18 (126)",93,Lift 17-18,We
COMP 3111,L2,Mo 01:30PM - 03:20PM,"Rm 2503, Lift 25-26 (87)",57,Lift 25-26,Mo
COMP 3111,LA1,We 07:00PM - 08:50PM,"Rm 2502, Lift 25-26 (120)",95,Lift 25-26,We
COMP 3111,LA2,Mo 04:30PM - 06:20PM,"Rm 2303, Lift 17-18 (91)",55,Lift 17-18,Mo
COMP 3111H,L1,We 03:00PM - 04:50PM,"Rm 2407, Lift 17-18 (126)",24,Lift 17-18,We
COMP 3111H,LA1,Fr 01:00PM - 02:50PM,"Rm 4210, Lift 19 (67)",24,Lift 19,Fr
COMP 3211,L1,Mo 01:30PM - 02:50PM,"Rm 2404, Lift 17-18 (81)",47,Lift 17-18,Mo
COMP 3211,L1,Fr 09:00AM - 10:20AM,"Rm 2404, Lift 17-18 (81)",47,Lift 17-18,Fr
COMP 3211,L2,MoWe 12:00PM - 01:20PM,"Rm 2465, Lift 25-26 (122)",61,Lift 25-26,MoWe
COMP 3211,T1,Th 05:00PM - 05:50PM,Lecture Theater G (132),51,Lecture Theater G,Th
COMP 3211,T2,Fr 03:00PM - 03:50PM,Lecture Theater H (72),57,Lecture Theater H,Fr
COMP 3311,L1,TuTh 12:00PM - 01:20PM,Lecture Theater K (106),72,Lecture Theater K,TuTh
COMP 3311,T1,Fr 12:30PM - 01:20PM,"Rm 2302, Lift 17-18 (74)",26,Lift 17-18,Fr
COMP 3311,T2,We 05:00PM - 05:50PM,"G002, CYT Bldg (30)",27,CYT Bldg,We
COMP 3311,T3,Mo 04:30PM - 05:20PM,"Rm 5562, Lift 27-28 (30)",19,Lift 27-28,Mo
COMP 3311,LA1,Mo 01:30PM - 02:20PM,"Rm 4210, Lift 19 (67)",25,Lift 19,Mo
COMP 3311,LA2,Mo 10:30AM - 11:20AM,"Rm 4210, Lift 19 (67)",31,Lift 19,Mo
COMP 3311,LA3,Mo 09:30AM - 10:20AM,"Rm 4210, Lift 19 (67)",16,Lift 19,Mo
COMP 3511,L1,MoWe 09:00AM - 10:20AM,Lecture Theater F (133),86,Lecture Theater F,MoWe
COMP 3511,L2,TuTh 01:30PM - 02:50PM,Lecture Theater G (132),85,Lecture Theater G,TuTh
COMP 3511,L3,TuTh 10:30AM - 11:50AM,"Rm 2464, Lift 25-26 (122)",78,Lift 25-26,TuTh
COMP 3511,LA1,Mo 03:00PM - 04:50PM,"LTL, CYT Bldg (354)",91,CYT Bldg,Mo
COMP 3511,LA2,Fr 01:00PM - 02:50PM,Lecture Theater F (133),81,Lecture Theater F,Fr
COMP 3511,LA3,Fr 09:00AM - 10:50AM,Lecture Theater C (211),77,Lecture Theater C,Fr
COMP 3632,L1,MoWe 12:00PM - 01:20PM,"Rm 6591, Lift 31-32 (88)",61,Lift 31-32,MoWe
COMP 3632,T1,Mo 01:30PM - 02:20PM,TBA,61,TBA,Mo
COMP 3711,L1,MoWe 10:30AM - 11:50AM,"G010, CYT Bldg (140)",76,CYT Bldg,MoWe
COMP 3711,L2,WeFr 01:30PM - 02:50PM,"G010, CYT Bldg (140)",63,CYT Bldg,WeFr
COMP 3711,L3,TuTh 01:30PM - 02:50PM,"G009B, CYT Bldg (70)",41,CYT Bldg,TuTh
COMP 3711,T1,Tu 09:00AM - 09:50AM,Lecture Theater E (143),53,Lecture Theater E,Tu
COMP 3711,T2,Mo 06:00PM - 06:50PM,"LTL, CYT Bldg (354)",58,CYT Bldg,Mo
COMP 3711,T3,Mo 12:30PM - 01:20PM,"Rm 2302, Lift 17-18 (74)",69,Lift 17-18,Mo
COMP 3721,L1,TuTh 01:30PM - 02:50PM,"Rm 4621, Lift 31-32 (126)",59,Lift 31-32,TuTh
COMP 3721,T1,Fr 10:30AM - 11:20AM,"Rm 4619, Lift 31-32 (126)",59,Lift 31-32,Fr
COMP 4021,L1,TuTh 01:30PM - 02:20PM,"Rm 6591, Lift 31-32 (88)",69,Lift 31-32,TuTh
COMP 4021,LA1,Fr 04:00PM - 05:50PM,Lecture Theater F (133),69,Lecture Theater F,Fr
COMP 4211,L1,TuTh 10:30AM - 11:50AM,"Rm 2504, Lift 25-26 (84)",77,Lift 25-26,TuTh
COMP 4211,T1,Mo 06:00PM - 06:50PM,"Rm 2464, Lift 25-26 (122)",77,Lift 25-26,Mo
COMP 4331,L1,MoWe 12:00PM - 01:20PM,Lecture Theater H (72),64,Lecture Theater H,MoWe
COMP 4331,T1,Th 09:00AM - 09:50AM,"Rm 6591, Lift 31-32 (88)",64,Lift 31-32,Th
COMP 4421,L1,WeFr 01:30PM - 02:50PM,"Rm 2464, Lift 25-26 (122)",75,Lift 25-26,WeFr
COMP 4421,T1,Fr 12:30PM - 01:20PM,"G009A, CYT Bldg (80)",75,CYT Bldg,Fr
COMP 4462,L1,Mo 01:30PM - 02:50PM,"Rm 2504, Lift 25-26 (84)",40,Lift 25-26,Mo
COMP 4462,L1,Fr 09:00AM - 10:20AM,"Rm 2504, Lift 25-26 (84)",40,Lift 25-26,Fr
COMP 4462,LA1,Th 09:00AM - 09:50AM,Lecture Theater E (143),40,Lecture Theater E,Th
COMP 4471,L1,TuTh 12:00PM - 01:20PM,"Rm 2503, Lift 25-26 (87)",50,Lift 25-26,TuTh
COMP 4471,LA1,Th 03:00PM - 03:50PM,Lecture Theater G (132),50,Lecture Theater G,Th
COMP 4521,L1,Tu 07:00PM - 09:50PM,"Rm 2304, Lift 17-18 (76)",70,Lift 17-18,Tu
COMP 4521,LA1,Fr 10:30AM - 12:20PM,"Rm 2302, Lift 17-18 (74)",70,Lift 17-18,Fr
COMP 4531,L1,WeFr 01:30PM - 02:50PM,Lecture Theater H (72),27,Lecture Theater H,WeFr
COMP 4531,LA1,We 05:00PM - 05:50PM,"Rm 2304, Lift 17-18 (76)",27,Lift 17-18,We
COMP 4631,L1,TuTh 12:00PM - 01:20PM,"Rm 4502, Lift 25-26 (60)",43,Lift 25-26,TuTh
COMP 4633,LA1,Fr 06:00PM - 09:50PM,TBA,8,TBA,Fr
COMP 4900,T1,We 06:00PM - 06:50PM,Lecture Theater D (216),483,Lecture Theater D,We
COMP 4900,T2,TBA,TBA,113,TBA,TBA
COMP 4900,T3,TBA,TBA,10,TBA,TBA
COMP 4910,R1,TBA,TBA,1,TBA,TBA
COMP 4971A,R1,TBA,TBA,43,TBA,TBA
COMP 4971D,R1,TBA,TBA,2,TBA,TBA
COMP 4971F,R1,TBA,TBA,2,TBA,TBA
COMP 4971L,R1,TBA,TBA,3,TBA,TBA
COMP 4981,R1,TBA,TBA,159,TBA,TBA
COMP 4981H,R1,TBA,TBA,16,TBA,TBA
COMP 5211,L1,TuTh 12:00PM - 01:20PM,"G009A, CYT Bldg (80)",31,CYT Bldg,TuTh
COMP 5212,L1,WeFr 04:30PM - 05:50PM,"Rm 6591, Lift 31-32 (88)",64,Lift 31-32,WeFr
COMP 5222,L1,TuTh 04:30PM - 05:50PM,"Rm 2502, Lift 25-26 (120)",19,Lift 25-26,TuTh
COMP 5331,L1,TuTh 10:30AM - 11:50AM,"Rm 4621, Lift 31-32 (126)",99,Lift 31-32,TuTh
COMP 5621,L1,MoWe 10:30AM - 11:50AM,"G009A, CYT Bldg (80)",71,CYT Bldg,MoWe
COMP 5711,L1,MoWe 12:00PM - 01:20PM,"Rm 2503, Lift 25-26 (87)",45,Lift 25-26,MoWe
COMP 6311F,L1,Mo 01:30PM - 02:50PM,"Rm 4619, Lift 31-32 (126)",28,Lift 31-32,Mo
COMP 6311F,L1,Fr 09:00AM - 10:20AM,"Rm 4619, Lift 31-32 (126)",28,Lift 31-32,Fr
COMP 6911,T1,Mo 04:00PM - 04:50PM,Lecture Theater F (133),83,Lecture Theater F,Mo
COMP 6912,T1,Mo 04:00PM - 04:50PM,Lecture Theater F (133),32,Lecture Theater F,Mo
COMP 6921M,R1,TBA,TBA,1,TBA,TBA
COMP 6921N,R1,TBA,TBA,1,TBA,TBA
COMP 6921O,R1,TBA,TBA,1,TBA,TBA
COMP 6921U,R1,TBA,TBA,2,TBA,TBA
COMP 6922B,R1,TBA,TBA,2,TBA,TBA
COMP 6922C,R1,TBA,TBA,5,TBA,TBA
COMP 6922D,R1,TBA,TBA,4,TBA,TBA
COMP 6922E,R1,TBA,TBA,3,TBA,TBA
COMP 6922F,R1,TBA,TBA,1,TBA,TBA
COMP 6931A,R1,TBA,TBA,10,TBA,TBA
COMP 6990,R1,TBA,TBA,25,TBA,TBA
COMP 7990,R1,TBA,TBA,172,TBA,TBA
CPEG 1971,R1,TBA,TBA,229,TBA,TBA
CPEG 2930,T01,We 06:00PM - 06:50PM,"Rm 2130A, Lift 19 (28)",5,Lift 19,We
CPEG 2930,T02,We 06:00PM - 06:50PM,TBA,13,TBA,We
CPEG 2930,T03,We 06:00PM - 06:50PM,"Rm 2130B, Lift 19 (28)",7,Lift 19,We
CPEG 2930,T04,We 06:00PM - 06:50PM,TBA,6,TBA,We
CPEG 2930,T05,We 06:00PM - 06:50PM,"Rm 2130C, Lift 19 (28)",9,Lift 19,We
CPEG 2930,T06,We 06:00PM - 06:50PM,TBA,9,TBA,We
CPEG 2930,T07,We 06:00PM - 06:50PM,"Rm 2131A, Lift 19 (28)",5,Lift 19,We
CPEG 2930,T08,We 06:00PM - 06:50PM,TBA,5,TBA,We
CPEG 2930,T09,We 06:00PM - 06:50PM,"Rm 2131B, Lift 19 (28)",9,Lift 19,We
CPEG 2930,T10,We 06:00PM - 06:50PM,TBA,9,TBA,We
CPEG 2930,T11,We 06:00PM - 06:50PM,"Rm 2131C, Lift 19 (28)",9,Lift 19,We
CPEG 2930,T12,We 06:00PM - 06:50PM,TBA,6,TBA,We
CPEG 2930,T13,We 06:00PM - 06:50PM,"Rm 2132A, Lift 19 (28)",10,Lift 19,We
CPEG 2930,T14,We 06:00PM - 06:50PM,TBA,10,TBA,We
CPEG 2930,T15,We 06:00PM - 06:50PM,"Rm 2132B, Lift 19 (28)",3,Lift 19,We
CPEG 2930,T16,We 06:00PM - 06:50PM,TBA,6,TBA,We
CPEG 2930,T17,We 06:00PM - 06:50PM,"Rm 2132C, Lift 19 (28)",4,Lift 19,We
CPEG 2930,T18,We 06:00PM - 06:50PM,TBA,5,TBA,We
CPEG 2930,T19,We 06:00PM - 06:50PM,"Rm 2610, Lift 31-32 (26)",4,Lift 31-32,We
CPEG 2930,T20,We 06:00PM - 06:50PM,TBA,8,TBA,We
CPEG 2930,T21,We 06:00PM - 06:50PM,"Rm 2611, Lift 31-32 (28)",5,Lift 31-32,We
CPEG 2930,T23,We 06:00PM - 06:50PM,"Rm 2612A, Lift 31-32 (29)",6,Lift 31-32,We
CPEG 3930,T01,We 06:00PM - 06:50PM,TBA,6,TBA,We
